ID,Education,Marital_Status,Income,Kids,NumOfPurchases,Age,Product_1,Product_2
182,PhD,Together,44124.0,1,17,78,21097,16630
203,Master,Single,81169.0,0,22,49,7337,37046
11025,Graduation,Married,36443.0,2,11,63,32506,39581
10203,Graduation,Single,26095.0,1,5,34,32667,35089
4607,Graduation,Together,71367.0,0,17,65,33523,11765
3711,Master,Married,80184.0,0,20,80,3731,11505
3696,Graduation,Divorced,30630.0,2,7,59,22813,13379
2532,Master,Single,73454.0,0,13,37,2599,10961
9214,Graduation,Married,42691.0,0,13,33,19769,47946
4943,Graduation,Married,70503.0,0,16,71,23501,10431
35,Graduation,Married,25545.0,1,10,37,37422,47444
2258,Graduation,Married,32880.0,1,5,38,27208,43310
4322,PhD,Together,77863.0,0,20,66,3352,29288
713,Master,Married,50353.0,0,15,47,30718,2315
4702,Graduation,Single,61839.0,0,17,60,30552,41855
3281,PhD,Married,49154.0,2,19,64,4917,37360
702,2n Cycle,Widow,47682.0,1,19,49,22289,14422
2004,Graduation,Single,72679.0,1,17,55,10367,2454
4769,Master,Together,57954.0,2,23,47,38800,16777
4437,Graduation,Married,65316.0,2,12,62,31244,10550
8724,Graduation,Single,28567.0,1,7,42,605,2443
10741,Master,Together,47352.0,1,16,73,36841,3509
1991,Graduation,Together,44931.0,1,7,57,44351,7810
6931,Graduation,Divorced,76982.0,0,16,57,23789,7581
11096,2n Cycle,Together,57247.0,1,12,72,18667,48707
304,Master,Single,22944.0,1,9,43,35760,40665
3665,2n Cycle,Together,25315.0,1,9,47,23114,19307
10591,Graduation,Widow,43638.0,1,11,55,35247,12843
5036,PhD,Single,42710.0,1,14,40,24706,38161
5547,PhD,Married,84169.0,0,20,42,4390,22798
7822,Graduation,Together,54058.0,1,20,48,4711,23738
8541,2n Cycle,Married,24683.0,1,8,34,16992,11914
10955,Graduation,Widow,85620.0,0,14,60,3140,25622
4368,Graduation,Married,47850.0,1,8,44,35096,24781
9671,Graduation,Married,19514.0,2,10,56,40251,27360
2256,Master,Married,27159.0,2,6,51,6473,6234
4279,2n Cycle,Single,39548.0,2,7,61,8930,36073
5371,Graduation,Single,21474.0,1,8,35,38532,3203
9240,PhD,Single,60504.0,1,18,53,45183,10106
9460,Graduation,Married,22419.0,0,8,61,24186,37046
9504,Master,Married,81698.0,0,25,75,30567,30198
8692,Graduation,Together,43462.0,2,16,72,3203,3574
448,PhD,Single,54880.0,1,21,46,48578,10611
8314,Graduation,Married,79908.0,0,19,42,36820,40232
8420,2n Cycle,Married,15315.0,0,8,54,37209,2606
3174,Graduation,Together,87771.0,1,20,65,48707,47195
7685,Graduation,Married,33039.0,1,7,46,42387,25467
3179,Graduation,Single,81741.0,0,19,44,48314,45911
9780,Master,Together,71499.0,1,26,53,48707,24485
10681,2n Cycle,Married,62466.0,1,26,54,19466,5595
10232,PhD,Divorced,48799.0,1,15,61,8125,44717
4184,PhD,Together,52157.0,1,12,74,13314,22827
9120,Graduation,Single,66565.0,1,19,62,19162,11618
891,Master,Together,29298.0,2,4,73,9868,17871
10381,Graduation,Single,47691.0,1,4,45,43979,4952
3525,Graduation,Together,38200.0,2,4,54,7827,8135
6818,Graduation,Married,44989.0,1,16,50,27961,2454
3526,PhD,Married,38443.0,2,6,56,7342,8068
8181,2n Cycle,Single,38593.0,1,11,46,41544,15346
1029,PhD,Together,64413.0,1,12,54,12533,4779
7369,Master,Married,36959.0,1,7,43,3700,13379
2574,PhD,Married,61996.0,1,21,47,28179,29650
8159,Graduation,Married,51287.0,2,11,56,41407,36637
1160,Graduation,Married,13260.0,2,10,54,48918,29916
10242,PhD,Together,47472.0,2,8,58,26441,34901
5253,Master,Together,54603.0,2,16,68,30817,11618
5966,PhD,Married,45207.0,2,15,50,7782,34310
5314,Graduation,Together,40689.0,1,20,73,43979,42132
5081,2n Cycle,Together,47821.0,2,5,57,40706,10119
5123,Master,Married,27450.0,0,7,73,3064,45824
5756,Graduation,Together,39453.0,1,7,41,49954,45928
8036,2n Cycle,Together,26850.0,2,11,53,37422,43971
9058,Graduation,Widow,79800.0,0,22,69,39476,30824
5057,Master,Married,61794.0,1,20,63,42387,17871
254,Graduation,Together,53863.0,1,18,69,19068,42898
4179,Graduation,Together,24221.0,0,6,65,47370,2163
3710,PhD,Single,39684.0,1,7,40,1638,28055
7627,Master,Married,92163.0,0,21,49,19229,23738
4501,Master,Single,69882.0,0,20,59,18377,34920
6424,Graduation,Together,33178.0,1,5,47,8904,14422
3075,PhD,Married,59973.0,0,15,52,1043,43979
4992,Master,Together,17459.0,1,9,49,16547,2988
5252,Graduation,Divorced,23910.0,1,6,55,17394,24485
7444,Master,Married,42169.0,2,6,55,17638,1837
6919,2n Cycle,Married,26224.0,1,9,46,7682,45347
3537,Graduation,Together,31089.0,1,10,43,39508,33723
10277,Graduation,Single,30081.0,1,5,63,36841,45540
2453,Graduation,Together,62807.0,1,23,64,47325,28055
7972,Graduation,Single,72906.0,0,17,69,12588,32137
895,PhD,Married,61467.0,2,20,76,3509,23501
1177,Master,Together,49618.0,2,11,58,1638,6319
7141,Master,Single,21888.0,1,12,38,48714,27723
7232,Graduation,Widow,42429.0,1,7,51,28341,30817
8477,Graduation,Divorced,26150.0,3,5,68,7782,35066
2457,Basic,Married,30801.0,1,6,49,42025,22049
988,Graduation,Married,81168.0,0,18,59,4535,36948
7930,Master,Single,26877.0,0,12,55,22873,35024
4587,Master,Widow,45006.0,0,12,80,7567,21975
6682,Basic,Married,18978.0,1,5,51,18292,8798
6222,Graduation,Married,22574.0,3,7,57,40042,20793
10299,PhD,Single,48240.0,0,25,55,7139,5530
3083,Graduation,Married,45837.0,2,18,50,35089,22813
8953,Master,Single,35791.0,3,6,59,1523,12588
1503,PhD,Together,162397.0,2,1,48,33959,9785
8650,Graduation,Widow,54162.0,2,5,46,48213,40401
10862,Master,Married,30522.0,1,17,64,40257,12973
2782,PhD,Married,54456.0,1,17,63,49954,47444
6941,Graduation,Single,31632.0,0,6,53,46184,9759
10972,Graduation,Widow,72298.0,0,14,75,49028,925
10708,2n Cycle,Single,36975.0,1,5,46,36093,30198
6583,2n Cycle,Married,72635.0,0,21,69,25444,18903
3641,Graduation,Married,13624.0,1,7,48,32768,24616
10156,Graduation,Single,84196.0,1,20,49,33723,33332
4299,Graduation,Together,70971.0,1,34,64,3876,29749
3469,PhD,Divorced,34487.0,2,9,47,3352,32521
5063,Graduation,Single,28769.0,1,12,47,23346,6754
10727,PhD,Married,69084.0,1,25,54,39397,46534
9624,PhD,Together,65488.0,0,14,66,38031,43441
5156,2n Cycle,Married,62466.0,1,26,54,42870,30768
4376,2n Cycle,Single,32218.0,0,7,64,10367,45957
8923,Graduation,Single,83917.0,0,21,51,43441,34106
8461,Graduation,Divorced,46102.0,3,4,62,3778,48317
6945,Graduation,Single,84574.0,0,32,72,18667,40401
944,Graduation,Married,56181.0,1,14,62,40952,21528
1907,Master,Divorced,63120.0,1,26,74,15346,11945
701,Graduation,Married,73691.0,1,18,53,26825,37209
3856,Graduation,Together,63381.0,1,26,64,19053,33379
4149,PhD,Together,76140.0,0,21,76,38161,42384
2131,PhD,Divorced,62859.0,1,23,65,2328,44351
2942,Graduation,Single,45906.0,1,15,60,36260,17008
1173,Master,Together,77632.0,0,13,77,1837,33332
4381,PhD,Married,46463.0,2,17,53,3700,32521
4611,Graduation,Together,105471.0,0,30,54,11505,11945
3376,Master,Divorced,55282.0,1,11,54,46348,39794
4679,Master,Married,78710.0,1,28,47,10367,8382
10928,Graduation,Together,66886.0,1,17,66,34874,20541
4248,Master,Single,98777.0,0,19,64,20074,21877
6728,Graduation,Together,29103.0,1,6,39,27376,41897
6661,Graduation,Married,67445.0,1,32,50,36056,42542
4725,PhD,Together,50616.0,1,7,74,48479,12298
3277,Graduation,Divorced,49431.0,1,15,69,36073,46632
5555,Graduation,Divorced,153924.0,0,0,49,34920,45670
2564,Graduation,Together,61278.0,1,10,71,49358,21975
946,2n Cycle,Together,26490.0,0,11,66,14232,19068
3867,PhD,Together,73059.0,1,26,77,21913,48975
6940,PhD,Single,46734.0,3,12,58,27096,3124
55,Graduation,Together,56253.0,1,22,61,39581,49368
7093,Graduation,Married,19986.0,1,4,39,7139,12588
5084,Graduation,Widow,58330.0,1,24,49,41123,30824
1777,Basic,Married,25965.0,0,6,44,21455,10961
8162,Master,Together,14661.0,0,5,68,41116,28179
10826,Graduation,Married,18690.0,0,5,65,35247,13322
8754,PhD,Together,45068.0,1,4,50,19053,10550
1987,Basic,Single,21063.0,1,7,37,18027,48714
11007,PhD,Married,29187.0,1,5,56,9055,20551
7426,2n Cycle,Married,54690.0,2,12,53,41991,17008
9153,PhD,Married,59304.0,1,28,60,14171,48479
10379,Master,Single,59247.0,2,21,62,42025,47370
9204,Graduation,Widow,66731.0,1,17,54,48005,21099
3197,Graduation,Married,77353.0,1,20,44,49620,3778
2920,PhD,Single,52614.0,1,16,49,36782,925
6961,Graduation,Married,26751.0,2,4,50,12533,31954
4673,PhD,Married,81300.0,1,21,61,47325,44126
9937,Graduation,Single,70337.0,0,17,45,15346,40446
8779,2n Cycle,Married,36145.0,1,12,39,24577,21275
9596,PhD,Single,65295.0,0,20,44,690,45532
2891,Graduation,Divorced,68118.0,1,23,61,1164,44956
4910,Graduation,Divorced,68743.0,0,30,57,2631,1295
75,2n Cycle,Together,41039.0,0,15,42,48707,13073
10120,Graduation,Together,38946.0,1,12,69,17314,21399
6327,Graduation,Together,65777.0,0,17,57,31568,12588
10142,PhD,Divorced,66476.0,1,20,48,26825,11945
9826,PhD,Single,86857.0,0,22,52,39794,43441
1501,PhD,Married,160803.0,0,44,42,42218,701
10767,PhD,Together,77845.0,0,21,35,45670,19162
7279,PhD,Together,69476.0,0,15,55,14711,26176
7230,PhD,Divorced,50611.0,1,22,64,46105,27214
143,Graduation,Single,61209.0,0,13,54,8010,43979
450,Master,Together,42315.0,1,12,66,36820,12687
9316,Basic,Together,13084.0,0,5,72,19589,30536
6379,Master,Widow,47570.0,2,9,75,37360,17951
9239,Master,Married,61923.0,2,8,63,48317,6473
8315,Graduation,Single,34824.0,0,4,29,9523,2988
2868,PhD,Single,26518.0,2,8,75,35096,24434
10888,Graduation,Single,45938.0,0,20,63,8798,7858
1277,Graduation,Together,78468.0,0,28,64,28058,36093
9977,Graduation,Divorced,78901.0,1,20,51,40542,42218
10196,Graduation,Married,71427.0,2,20,46,14960,3579
6384,Graduation,Divorced,71022.0,1,21,46,42838,2447
8029,Master,Single,90247.0,0,15,36,5916,41238
968,Master,Divorced,41335.0,1,12,56,48405,3203
6988,Graduation,Married,71952.0,1,22,38,1765,16992
4472,PhD,Divorced,35682.0,1,6,54,8211,28624
6991,Graduation,Divorced,43185.0,1,20,73,31483,22764
3336,PhD,Together,66375.0,1,14,76,13322,28624
4301,Master,Married,35178.0,1,5,53,30536,46504
1940,Graduation,Married,25252.0,1,4,38,40446,17394
1272,Master,Single,55250.0,1,26,59,48750,13497
1388,Graduation,Single,33249.0,1,8,49,45313,2655
1044,Graduation,Together,58398.0,0,20,71,21349,44602
6969,Graduation,Together,50272.0,1,13,42,39640,39476
10479,PhD,Married,76618.0,0,11,49,20541,38226
3619,2n Cycle,Divorced,87305.0,0,17,64,34951,40952
1715,Graduation,Together,25851.0,1,7,46,2080,40257
10159,Graduation,Divorced,58710.0,1,31,54,36832,19732
1463,Graduation,Single,45160.0,2,4,66,40810,26618
5114,Master,Married,74806.0,1,16,59,22827,27766
4990,Graduation,Married,59111.0,0,21,70,4390,35092
4329,PhD,Married,18988.0,1,6,40,19632,24186
10936,Graduation,Married,72190.0,0,16,59,48317,33154
4692,Graduation,Married,7500.0,1,12,48,29650,7782
7212,Graduation,Married,44794.0,1,6,58,37927,3731
6086,Graduation,Married,80395.0,0,24,69,6000,40063
437,Master,Divorced,75012.0,0,23,48,16630,40665
11171,Master,Married,56962.0,3,21,59,47641,8382
11101,Graduation,Together,89891.0,0,26,33,13165,27184
5329,PhD,Divorced,35946.0,2,4,75,33154,12843
610,PhD,Together,53593.0,2,23,71,22337,45183
9384,Graduation,Married,66373.0,2,23,46,31424,19053
5956,PhD,Divorced,45072.0,3,16,76,31433,25622
10430,Graduation,Divorced,89694.0,2,14,51,41527,24262
7875,Graduation,Married,72025.0,0,26,75,12687,45957
7072,Graduation,Married,67432.0,1,19,51,17159,10564
6255,Master,Together,70545.0,1,13,72,3700,27208
6516,Basic,Married,17487.0,1,4,35,40655,14171
5564,Graduation,Together,62882.0,1,20,55,37365,1523
5682,PhD,Single,64108.0,1,30,71,34356,1164
7458,Master,Together,34941.0,2,8,68,26804,32806
5237,PhD,Single,48767.0,3,9,74,34301,38177
7761,2n Cycle,Together,38702.0,1,9,46,38867,40251
5278,Graduation,Married,82224.0,0,21,60,11914,6319
3560,Graduation,Together,83844.0,0,20,72,18027,40172
7235,2n Cycle,Married,17003.0,1,9,49,1295,32924
10548,Graduation,Single,71163.0,0,24,29,7559,25885
2281,Graduation,Single,33697.0,1,4,54,13322,40440
4073,2n Cycle,Married,63564.0,0,28,70,38487,39159
6974,PhD,Together,83443.0,0,22,52,15596,14211
7938,PhD,Together,51518.0,1,17,66,27184,19997
7094,Graduation,Widow,58330.0,1,24,49,47370,36832
3667,Graduation,Married,80952.0,0,25,55,19997,40232
7723,Graduation,Together,75507.0,0,21,45,39318,32775
3870,2n Cycle,Together,63855.0,0,24,46,23946,46145
4012,PhD,Together,62220.0,1,23,52,17994,13497
5909,Graduation,Married,58512.0,1,20,60,34595,42898
10470,Master,Married,40662.0,1,8,45,43971,481
6488,PhD,Married,38829.0,1,8,65,21097,30567
10270,2n Cycle,Married,35523.0,1,8,43,5530,44126
6887,Graduation,Single,79146.0,2,19,57,28253,27632
6406,Master,Married,78285.0,0,21,36,4779,35024
7573,PhD,Single,31626.0,1,6,46,42132,46504
4508,Graduation,Single,75127.0,0,19,72,37428,5916
221,Graduation,Married,48726.0,1,12,69,41544,5183
5331,Graduation,Married,74985.0,0,17,47,35156,17994
1911,Graduation,Together,67430.0,0,29,37,36948,27360
20,2n Cycle,Married,46891.0,1,8,59,36832,34275
8786,Master,Married,62058.0,1,18,68,34310,17638
10582,Graduation,Married,72063.0,1,21,45,35156,8164
1915,PhD,Married,78939.0,0,20,73,39581,21097
8897,Graduation,Single,42720.0,2,25,59,45183,13390
2371,Graduation,Married,33622.0,2,9,52,8988,2882
4303,PhD,Together,6835.0,1,1,67,23196,556
6825,Graduation,Together,41452.0,2,4,71,11585,37422
1072,PhD,Single,40760.0,1,8,59,3352,15262
4964,PhD,Together,74250.0,0,18,66,49400,39323
2461,Master,Single,51124.0,2,6,69,7827,35732
10736,Graduation,Single,72258.0,1,22,53,33635,10961
3194,PhD,Single,71466.0,0,19,50,17159,33255
10839,Graduation,Together,36283.0,2,6,48,7328,28624
49,Graduation,Single,20587.0,1,5,54,35089,19466
4290,Graduation,Married,30467.0,1,4,52,15407,46534
10219,Graduation,Together,31590.0,1,5,52,28179,26680
4211,Basic,Married,20425.0,1,7,38,19442,42121
1135,Master,Together,17144.0,2,12,64,14478,37046
6299,PhD,Divorced,42564.0,1,24,56,1136,24781
10846,Master,Married,43783.0,1,22,46,48405,16550
347,Graduation,Divorced,40780.0,1,17,48,9055,10564
6543,Master,Together,62847.0,0,14,79,26310,21528
10446,PhD,Married,82017.0,0,17,67,49981,30718
3479,Graduation,Single,16813.0,0,6,74,16777,40582
11075,Graduation,Married,51267.0,2,15,46,3203,19769
4442,Graduation,Single,46524.0,1,9,63,38226,44919
199,Master,Single,45183.0,0,13,62,32924,37422
6722,PhD,Married,70421.0,1,23,70,7328,13387
796,2n Cycle,Divorced,60161.0,1,26,59,15561,7011
3749,Graduation,Together,73926.0,0,24,51,33009,33154
8523,Graduation,Married,19329.0,1,10,56,13495,4917
310,Master,Married,61872.0,1,21,54,34310,41238
8629,Graduation,Widow,46984.0,2,5,68,7567,17394
236,Graduation,Married,34838.0,2,10,73,17871,26617
9930,PhD,Single,82716.0,0,28,80,2606,39990
3483,Graduation,Married,48192.0,0,25,66,5595,33635
4599,Master,Married,49681.0,2,21,48,11505,26825
7326,Master,Married,56850.0,1,6,53,12843,37428
7352,Graduation,Married,55267.0,1,17,67,28179,7111
2350,Graduation,Married,59666.0,2,20,52,25598,20551
9145,Graduation,Single,72504.0,1,22,52,40338,35031
2964,Graduation,Married,26872.0,0,5,43,35088,42576
5585,Graduation,Single,21359.0,1,7,52,4917,38532
9687,Graduation,Single,73170.0,0,16,49,11585,42387
3732,Master,Married,52750.0,1,27,69,15333,14428
6303,PhD,Together,91820.0,0,22,38,32183,3579
11176,PhD,Together,65968.0,1,18,54,27766,44287
2986,Graduation,Married,30772.0,2,4,48,17898,31985
7462,Graduation,Single,22507.0,0,19,70,29134,21167
3900,Graduation,Married,65685.0,1,21,52,19710,7622
7034,2n Cycle,Married,25804.0,1,7,46,21913,24434
9493,PhD,Single,76412.0,0,18,44,16850,13043
1143,Graduation,Married,22063.0,1,7,52,22100,32506
1,Graduation,Single,57091.0,0,18,63,17435,12928
3855,Graduation,Married,22419.0,0,8,61,5411,33726
5536,Graduation,Together,87771.0,1,20,65,36670,22868
5989,2n Cycle,Divorced,78353.0,1,24,65,30824,3140
9499,Graduation,Married,93404.0,3,17,70,48213,12997
6768,Graduation,Divorced,37859.0,3,6,62,10564,17614
2150,PhD,Widow,80995.0,1,22,66,46791,38800
6646,Graduation,Together,16529.0,1,5,40,13379,11678
4887,PhD,Divorced,55412.0,2,6,48,22827,16437
8560,Graduation,Single,48789.0,0,18,32,20050,2315
3321,PhD,Together,56575.0,2,20,57,23581,46771
11003,2n Cycle,Together,25130.0,1,7,44,36476,10794
10402,Graduation,Married,35441.0,2,6,57,40446,31405
9904,Graduation,Married,71391.0,1,28,68,29550,44351
6141,Master,Single,49494.0,1,14,52,15742,3579
5687,Graduation,Divorced,81702.0,0,27,44,30718,10564
10856,2n Cycle,Single,45889.0,1,5,44,14478,29154
5121,Graduation,Single,56628.0,1,20,47,21520,49576
4186,Graduation,Together,34026.0,2,9,74,17394,43378
368,Graduation,Married,40049.0,1,14,50,46184,36304
3312,Graduation,Single,34176.0,1,11,36,4917,12038
11121,Graduation,Married,19419.0,1,11,43,27360,3778
5332,2n Cycle,Married,82504.0,0,17,64,7366,15856
5848,Graduation,Together,81205.0,0,19,54,8211,481
10343,2n Cycle,Single,61618.0,0,19,33,26680,12298
5935,Master,Single,55284.0,1,23,68,41238,38226
2895,Graduation,Single,49980.0,1,11,61,30536,26618
10262,Graduation,Married,15072.0,2,11,44,39323,13633
7848,Graduation,Single,49166.0,1,13,50,30835,34920
9477,PhD,Married,65324.0,1,20,70,46195,31841
4856,2n Cycle,Married,82347.0,0,25,67,32806,3124
7186,PhD,Together,30843.0,2,6,58,24706,30817
5794,PhD,Married,46374.0,1,18,50,2988,4711
1456,Graduation,Single,60474.0,1,31,45,481,21913
4877,Master,Married,38576.0,1,5,51,40532,27678
425,Graduation,Married,55357.0,2,22,39,17159,9178
3007,Graduation,Together,37758.0,2,6,58,3203,3220
1031,2n Cycle,Married,85710.0,0,26,35,37080,24373
4297,Graduation,Together,23228.0,1,7,55,1936,19094
807,Master,Together,44602.0,2,17,55,22542,4535
9553,Graduation,Married,7500.0,0,4,37,21528,5421
4271,2n Cycle,Together,38683.0,1,17,35,40232,11618
4120,2n Cycle,Single,49514.0,1,13,49,3574,9249
2036,PhD,Together,57906.0,1,17,51,14232,2772
115,Master,Single,43456.0,1,17,58,13770,33522
4259,Master,Single,19485.0,2,4,38,33068,35089
8687,Graduation,Together,53172.0,1,16,46,33726,39227
2447,Graduation,Together,30545.0,1,7,45,37211,34097
10140,PhD,Together,70123.0,0,17,41,13043,45824
9353,Graduation,Single,62450.0,1,16,65,36410,44351
3623,Graduation,Together,21675.0,1,10,48,42870,36364
738,2n Cycle,Single,42395.0,2,12,43,1638,5597
7631,Master,Together,61346.0,1,23,46,40427,27360
4789,Graduation,Together,80812.0,0,18,71,36255,40992
773,Master,Divorced,42835.0,2,23,53,17314,34437
10602,Graduation,Married,39922.0,1,9,41,8988,22643
1446,Master,Single,86424.0,0,28,68,4687,38885
3270,2n Cycle,Together,17117.0,1,11,46,44287,27096
8443,Graduation,Single,24762.0,1,9,52,38341,38108
9653,Graduation,Married,35797.0,1,7,49,33723,10431
8916,Graduation,Divorced,36627.0,2,4,49,40427,45957
8017,2n Cycle,Married,51111.0,2,7,43,43262,40858
5830,PhD,Single,86857.0,0,22,52,22090,37428
4597,PhD,Together,82072.0,0,19,54,22542,7045
7023,PhD,Single,46231.0,3,15,71,5411,13387
8086,Graduation,Married,42243.0,2,7,65,16547,8890
8825,Graduation,Together,51195.0,2,24,62,39323,29984
2930,Master,Single,68092.0,0,20,46,23501,2163
1928,Graduation,Married,31814.0,1,7,51,7475,13322
7108,Master,Widow,51390.0,2,18,59,4535,3731
10925,Graduation,Married,76630.0,0,25,41,45540,22764
9960,Basic,Single,26868.0,1,4,33,32937,48314
8800,PhD,Divorced,48948.0,0,24,81,49988,44736
9224,PhD,Single,55260.0,1,25,52,36782,34901
5519,Graduation,Together,64090.0,1,20,68,22308,19632
5046,Graduation,Divorced,78331.0,1,25,66,43233,16589
7037,PhD,Married,37087.0,1,17,50,45269,23346
905,Graduation,Divorced,21846.0,1,11,38,20377,41855
8624,Graduation,Married,81320.0,0,18,66,20541,37209
8945,Graduation,Divorced,54137.0,1,11,54,32927,34836
6445,Graduation,Together,66825.0,0,16,57,41913,48836
2727,Graduation,Together,57100.0,0,13,51,5135,28040
6404,Graduation,Together,58917.0,3,16,55,22276,13497
11074,Graduation,Single,85072.0,0,18,47,33522,31568
10150,Graduation,Single,86429.0,0,18,63,40532,30536
1968,Graduation,Widow,45684.0,1,4,53,7197,23836
6534,Graduation,Together,47889.0,1,6,50,14428,41991
9485,PhD,Married,45921.0,0,10,38,38332,8125
7053,PhD,Single,78420.0,0,22,58,2328,33379
4654,Graduation,Together,75114.0,0,19,32,10265,7416
9760,PhD,Widow,52278.0,1,31,61,3064,31244
1048,Master,Married,35641.0,1,10,52,5530,48975
10619,Graduation,Single,95529.0,0,18,30,13043,8135
9308,Graduation,Married,62820.0,0,14,70,44736,18377
10505,Master,Together,73113.0,0,15,64,42167,19162
8362,PhD,Married,84169.0,0,20,42,47511,42898
2625,2n Cycle,Single,42607.0,1,14,70,17394,21358
4637,PhD,Single,74637.0,0,25,70,46329,45891
9972,PhD,Together,46015.0,2,5,69,3700,28698
4483,Graduation,Single,72354.0,0,19,31,11195,10106
4487,Master,Single,39858.0,1,7,55,42167,38538
4988,PhD,Married,34469.0,2,9,76,4211,41238
8931,Graduation,Together,83033.0,1,26,38,12928,13945
5871,Master,Together,24401.0,0,16,45,45891,30571
2008,Graduation,Married,77583.0,0,19,46,42132,22868
3139,2n Cycle,Single,74116.0,0,19,42,46504,30897
10037,Graduation,Single,74293.0,0,16,31,20551,6473
10673,PhD,Married,68397.0,1,21,48,46071,6319
5303,PhD,Together,79632.0,0,20,50,48578,7475
538,Graduation,Single,46107.0,1,7,35,22813,16847
7922,PhD,Single,64950.0,1,25,73,10794,11505
5692,Basic,Married,25443.0,1,5,35,41716,24577
4843,Graduation,Single,75127.0,0,19,72,41731,1453
6383,PhD,Together,32892.0,1,8,53,42746,41238
1628,Graduation,Together,71796.0,0,17,53,3140,36820
1204,PhD,Married,67536.0,1,30,54,32768,27360
3673,Graduation,Single,55239.0,1,26,53,7328,4917
760,PhD,Divorced,60554.0,1,23,49,33972,11932
8957,2n Cycle,Single,64831.0,2,22,72,28703,37988
4128,PhD,Together,56067.0,1,20,62,17871,29007
6810,Graduation,Divorced,82025.0,0,12,41,2631,23581
5386,Graduation,Together,94384.0,0,18,71,19229,45928
8700,Basic,Single,14906.0,0,9,38,11945,19589
3202,PhD,Married,51563.0,0,19,37,32521,13073
1328,2n Cycle,Married,57937.0,1,20,42,17159,18667
8405,Graduation,Divorced,68274.0,2,13,45,27766,12973
6515,Graduation,Together,39771.0,1,6,47,22159,604
2882,2n Cycle,Divorced,67893.0,1,16,49,46771,13633
7574,PhD,Together,27922.0,1,6,45,48975,3082
6387,PhD,Together,52190.0,2,9,48,17871,22611
5320,Master,Divorced,44051.0,2,12,51,17372,46329
5048,PhD,Single,42767.0,2,7,53,5595,27961
8146,Master,Together,46106.0,2,5,48,2445,24186
10031,PhD,Married,16927.0,2,12,48,46791,21275
5748,Graduation,Married,59754.0,1,16,59,22337,17159
2134,Graduation,Single,53700.0,1,22,72,39318,5411
1523,Graduation,Married,59041.0,2,8,51,15297,35047
9665,PhD,Divorced,54237.0,1,16,67,11195,34437
4640,Graduation,Divorced,70647.0,1,26,57,34301,9178
3635,PhD,Single,52597.0,1,20,62,46982,22873
3547,Master,Together,41021.0,1,7,55,36742,37209
2456,PhD,Married,40233.0,1,13,49,11585,10564
5633,Graduation,Married,50183.0,2,17,44,19042,4102
7801,Graduation,Together,54753.0,1,21,65,40446,7971
10489,Graduation,Married,92955.0,0,23,51,8382,33921
7011,Graduation,Married,33471.0,1,10,51,7971,40526
2620,PhD,Married,34596.0,1,4,50,8010,2655
3933,Graduation,Together,44010.0,1,24,44,3220,19710
10981,Graduation,Married,84219.0,0,18,36,42953,41991
1734,PhD,Together,40706.0,3,11,56,7858,33009
10995,2n Cycle,Married,15716.0,1,10,36,41589,31483
6357,2n Cycle,Divorced,59052.0,1,18,65,7045,1136
9209,Master,Together,80573.0,0,24,53,11678,29979
10286,Graduation,Married,83715.0,0,24,62,17298,33686
2611,Master,Together,82576.0,0,19,65,39581,4952
1600,Master,Married,56962.0,3,21,59,34595,33255
3308,Graduation,Married,35704.0,2,9,72,17008,36742
5407,Graduation,Together,53103.0,1,28,70,40338,34310
2166,2n Cycle,Widow,46779.0,2,4,64,19307,690
3955,Graduation,Divorced,4861.0,0,0,59,8211,40440
6634,Master,Divorced,33462.0,1,6,45,20793,6000
3056,Graduation,Divorced,63693.0,1,29,46,48829,8335
5718,Graduation,Married,80763.0,0,23,74,33686,46963
6872,PhD,Married,65352.0,1,16,50,42943,11914
8164,PhD,Married,82170.0,0,19,46,48479,11620
4580,Graduation,Married,75759.0,0,26,55,32806,8703
9305,2n Cycle,Single,79689.0,0,27,48,26617,44287
453,PhD,Widow,35340.0,2,7,68,12038,36892
8545,Graduation,Divorced,85683.0,0,17,70,22113,49400
9850,2n Cycle,Married,24884.0,1,4,52,37904,27208
7378,Master,Together,42021.0,1,22,43,36637,2080
7646,Graduation,Single,64449.0,1,24,35,39990,15834
1640,Graduation,Divorced,64587.0,2,8,70,7337,21167
5184,Graduation,Single,34824.0,0,4,29,7475,46327
8492,Graduation,Together,75437.0,0,23,46,30817,16056
11188,Graduation,Together,26091.0,2,9,67,29979,15913
1212,Graduation,Married,52845.0,1,25,51,28040,7489
9097,Graduation,Divorced,46086.0,1,16,68,35156,38800
10473,PhD,Widow,78028.0,1,20,68,49954,45536
7962,PhD,Single,95169.0,0,12,37,8930,14706
9984,2n Cycle,Married,56337.0,2,22,43,2443,12502
5527,Graduation,Together,22434.0,1,7,37,28698,45313
6374,PhD,Married,36930.0,1,16,70,40446,17951
7453,Graduation,Single,36130.0,1,21,70,8988,27376
8952,Master,Married,65569.0,1,23,71,31244,8988
241,Graduation,Together,83844.0,0,20,72,15262,9759
8975,Graduation,Married,19514.0,2,10,56,15834,45928
6119,PhD,Single,36736.0,2,4,61,34836,19997
5236,Graduation,Together,77568.0,1,21,45,45911,7475
5723,PhD,Together,49187.0,1,8,48,43128,19466
1710,Graduation,Single,30168.0,1,18,46,38226,21110
1970,Master,Together,34053.0,1,7,56,3352,1523
5313,Master,Married,38196.0,2,9,53,45911,31662
10634,Master,Married,59412.0,0,15,73,40427,38226
